id,quote,character,train
12829,Yeah. She’s fine.,Jim,True
12830,No. I need silence or Sam Kinison to prepare.,Michael,True
12831,"You are going to be slepping by yourself for the rest of your life, so you just get used to it.",Michael,True
12832,"Yeah, yeah. No, totally. That’s good. So, should we just get a bottle of wine later and celebrate?",Jim,True
12833,I know that you’re probably scared of people seeing your fat legs in shorts.,Michael,True
12834,Bears do not— What is going on— What are you doing?!,Dwight,True
12835,"Ah… agh… dgh… Ahh! No, no! Four years of malfeasance unreported. This cannot stand.",Dwight,True
12836,Thank you very much.,Michael,True
12837,That’s why we’re all going out. So we can have an end-of-the-week-drink.,Jim,True
12838,"Alright, I am a local business owner. I need to buy paper. I find out everything about their prices and policies",Michael,True
12839,Calling from…,Michael,True
12840,No trades.,Dwight,True
12841,"Ok. Alright. Well, I know a guy. This Mexican guy. He is a math whiz. He knows economics as well as he knows bull fighting and I am going to call in a little favor.",Michael,True
12842,How much do you have?,Dwight,True
12843,No. We took a walk.,Jim,True
12844,"Everyone stop moving! Everyone stop wiggling! Oh, I feel like I’m gonna vomit!",Dwight,True
12845,"Sudoku. Level moderate. 18 minutes. Suck on that, Halpert.",Pam,True
12846,"No. Whoa, whoa. Yeah.",Michael,True
12847,"Well, first of all, I, uh, just want to warm up a little bit. Let’s just clap.",Michael,True
12848,"Yep. That’s exactly what my first thought was. And then I remembered having a conversation with him where he was like, “I don’t own an Ebay store,” so…",Jim,True
12849,"Yeah, I gave it to you.",Pam,True
12850,That is not what Wallace told us.,Michael,True
12851,Get in the van.,Dwight,True
12852,Thanks.,Jim,True
12853,Large. If it’s a medium I send it back. If it’s an extra large I send it back.,Michael,True
12854,Are you okay?,Michael,True
12855,She was cute. You know? She was hot. She was very hot. She made love like a tiger.,Michael,True
12856,That is cool. Is that like the Robot?,Michael,True
12857,Yikes.,Jim,True
12858,"What a weird day. I don’t understand it, but you don’t get to understand everyday of your life. Maybe five, ten days a year, I’ll get home and I will have no idea what the hell just happened. Guess everybody has days like that. Sometimes they’re the nicest ones. Still, I think there might be something wrong with Jan.",Michael,True
12859,You play?,Jim,True
12860,Mmm-hmm.,Michael,True
12861,"No, Michael. I’m not leaving the car.",Jim,True
12862,"Relax. Everything’s under control. Uh, yeah. Yeah. That’s important. Right. Oh this is so important, I should run to answer it.",Michael,True
12863,"Not that I call myself an impressionist, per se.",Pam,True
12864,Do you love her?,Dwight,True
12865,This is over.,Pam,True
12866,Hallowed ground.,Dwight,True
12867,I hit a bear.,Dwight,True
12868,700 and one penny.,Dwight,True
12869,"Now we wait, and hopefully nothing happens.",Michael,True
12870,Nein! I’m greek! My name is Mikanos.,Michael,True
12871,"Yeah, do you need a hand?",Pam,True
12872,"Paranoid? I’m not familiar with the word. And I really don’t have time to learn new words right now, ok? A pudgy 22-year-old is trying to take my job.",Dwight,True
12873,Ayyyy!,Pam,True
12874,I don’t think you froze.,Michael,True
12875,Gross.,Jim,True
12876,"Yeah, I’d love to see them. Oh, and tell them I say, “Congratulations.”",Pam,True
12877,"Yes, that’s me. Come on it.",Michael,True
12878,"How about, uh, Fine Arts? Aficionado Monthly?",Michael,True
12879,Thanks mom.,Pam,True
12880,"Michael, we only told our parents last week.",Jim,True
12881,"Oh, yeah",Jim,True
12882,No.,Dwight,True
12883,So Costa Rica that was – did you have fun? That must have been fun.,Michael,True
12884,Okay.,Jim,True
12885,Really? We’re good?,Michael,True
12886,"It’s hard for me to imagine a scenario, where Meredith Palmer keeps her job and David Wallace does not – no offense Meredith.",Michael,True
12887,"I mean, I don’t know. So… what’s it like dating a cheerleader?",Pam,True
12888,"Lonely people mixing with one another? Breeding? Creating an even lonelier generation? Ha, you’re not allowing natural selection to do its work. Pssh. You’re like the guy who invented the seat belt.",Dwight,True
12889,During our relaxation exercise?,Michael,True
12890,"Awesome, right?",Jim,True
12891,"Okay, I will.",Jim,True
12892,"You’re ruining it, already. They should not be given the choice.",Michael,True
12893,"I’m great! I saw your-your sign outside. And I decided, I’m going to pull in, and maybe buy a house from her.",Michael,True
12894,"I don’t know, Holly mentioned that there were some complaints. And that you had said some things about Kevin.",Michael,True
12895,"Wow, that’s great. That’s great. Ok, good, let’s talk about that, ok?",Dwight,True
12896,That–,Michael,True
12897,"Yes, yes. But it wouldn’t be the worst thing in the world… if somebody…",Michael,True
12898,"Alright. Oh, I assume I’m going to be reimbursed for the pizzas.",Dwight,True
12899,...,Michael,True
12900,Hi.,Michael,True
12901,"Daaah, let’s just run away together. Let’s just run away to Jamaica and live in a bungalow. You have some savings right? You could pay off my debts. It would… be fine. We’d have fun.",Michael,True
12902,"Ha,ha,ha, yeah OK.",Pam,True
12903,Yeah! Oh ho ho,Michael,True
12904,We don’t have any money. We don’t have an office. We don’t have anything.,Pam,True
12905,How did you know?,Michael,True
12906,"Yes, you did.",Michael,True
12907,Toby.,Jim,True
12908,"If you are trying to kiss my ass, I would not suggest it. Believe me, you do not want to kiss this ass.",Dwight,True
12909,"Oh, it’ll work. Mm. Stop kissing me. It’s not in the contract.",Dwight,True
12910,Can I talk to you a second?,Jim,True
12911,Vamping.,Dwight,True
12912,"Hey, what’s going on here? Post-show blues?",Michael,True
12913,Some breakfast for me and some breakfast for you.,Michael,True
12914,No.,Jim,True
12915,"So instead, you screwed me?",Jim,True
12916,What?,Michael,True
12917,As it turns out you can’t just check someone into rehab against their will. They have to do it voluntarily. They have to hit rock bottom. So I think I know what I need to do at this point. I need to find ways to push Meredith to the bottom. Um… I think I can do it. I did it with Jan.,Michael,True
12918,"Last week Jim wasn’t there, and they named the company Athlead.",Pam,True
12919,"Well, just keep the tags on and you can return it.",Michael,True
12920,"Uhh, she’s still pricing the whatevers. The shredders.",Jim,True
12921,Spoken like a true root man.,Dwight,True
12922,Would You Rather. Would You Rather is our third game.,Jim,True
12923,"Yeah, I just moved it an inch every time he went to the bathroom. And that’s how I spent my entire day that day.",Jim,True
12924,"I had two goals today. The first was to make myself the clear candidate for vice president. I achieved that, no thanks to my appendix. The second was to find a memorable souvenir for Philip. For that, I do have to thank my appendix.",Dwight,True
12925,"No, no, no, it goes, it goes… look, “I say, I say, I say, I’ll sit on you!”",Dwight,True
12926,"I’m sorry, I grew up on a farm. We slaughtered a pig whenever we wanted bacon. My grandfather was reburied in an old oil drum. It would have fit if he had given me another minute.",Dwight,True
12927,"Oh, that wasn’t the night crew. That was Dwight.",Pam,True
12928,Jonas.,Dwight,True
12929,The mall?,Jim,True
12930,Oof. “Infertility.”,Jim,True
12931,...,Dwight,True
12932,You mad? You mad at me?,Michael,True
12933,From the mall. That…,Michael,True
12934,"Wait a second, how are you qualified for that?",Jim,True
12935,Well I don’t think you’re gonna be very happy with this.,Pam,True
12936,Your clients. They’re all mine.,Dwight,True
12937,Whether it’s this time or next time.,Jim,True
12938,Can I talk to you in my office for a second?,Jim,True
12939,"When I said before that I was king of forwards, you got to understand that I don’t come up with this stuff. I just forward it along. You wouldn’t arrest a guy who’s just delivering drugs from one guy to another.",Michael,True
12940,You got a second?,Pam,True
12941,"Wow, that’s… really thoughtful of you, Dwight, thank you.",Jim,True
12942,You know what your problem is? You know why you haven’t made any sales? Cause you think you know everything. You have to trust that maybe there are other people that can teach you things. Are you ready to learn? Are you ready for the final test?,Dwight,True
12943,Stanley’s wife is out of town.,Michael,True
12944,No! Oh my God!,Michael,True
12945,"Or it could be a half hour, if you need it to be… Can we get a late checkout? I don’t… I don’t think she heard me.",Jim,True
12946,And also there is no such thing as a rabies doctor.,Pam,True
12947,"Yeah, I needed to take care of some stuff.",Pam,True
12948,"No, no, no. That’s just the first thing… came… in head.",Michael,True
12949,"Oh. Okay. Ed’s Tires, huh?",Michael,True
12950,Really?,Michael,True
12951,Jim is great. Being with him just takes away all the stress of planning my wedding.,Pam,True
12952,"Okay, well.",Michael,True
12953,Well –,Dwight,True
12954,"Little trouble. Yes. Well, Jan fell asleep during her neighborhood watch shift.",Michael,True
12955,"Jim and I are pretty sure she had an affair with her ex-assistant Hunter. He was 17. But she looks great. If she asks, will you tell her I said that?",Pam,True
12956,"Yes. So, it all starts with a handshake. But you can’t just go right to the selling, you need “small talk.” What topics can you use for small talk?",Michael,True
12957,Should I clean out my desk?,Dwight,True
12958,"Here we go. Come on. Okay, everybody here?",Michael,True
12959,"I didn’t do it. What do you mean? Oh, the water cooler was brought over here for… maintenance. So what do you guys hear? What’s the scuttlebutt?",Dwight,True
12960,"A thirty year mortgage at Michael’s age essentially means that he’s buying a coffin. If I were buying my coffin, I would get one with thicker walls so you couldn’t hear the other dead people.",Dwight,True
12961,Meet me in our spot in four minutes.,Dwight,True
12962,: OK.,Jim,True
12963,And not that you didn’t want to try them. Some wine may have helped. Do you know what I’m referring to?,Michael,True
12964,Nothing.,Dwight,True
12965,Mmhmm.,Dwight,True
12966,You know what we should do? We should have a party and not invite them.,Michael,True
12967,"Um, not personally, no.",Michael,True
12968,Alright. Time to go. Okay.,Jim,True
12969,I had a tickle in my throat.,Dwight,True
12970,Well I’m not responsible for that!,Dwight,True
12971,I feel awful.,Pam,True
12972,"Yes, I found it in a shelf in the corner of the warehouse.",Pam,True
12973,"I want you to be me, and I will be Creed.",Michael,True
12974,"Okay, as far as dinner tonight, cancel that, and please, for both our sakes, never, ever, ever see her again.",Jim,True
12975,"I am totally alone right now, with only my thoughts. I love it. I’m loving it. I can literally say anything I want. No one is gonna here me. Wish I could have gone with Ryan on that cool retreat! Jan has plastic boobs! I HAVE HEMORRHOIDS! Doesn’t even matter.",Michael,True
