id,parent,reply,character
17320,"Oh, really? I thought you were the boss.",Let’s go. I can’t wait to see this jerk who is making me cheat on his wife. I should punch him in the nose for what he’s making me do to her.,Michael
17321,On three. One… two… three.,"Bend at the knees. Okay, here we go. Here we go. I’m under this… I’m under this hock here. I don’t know what I’m grabbing here.",Michael
17322,‘Free paper.’,No. Jim. We’re a business. Post-its. That is a golden ticket idea. NASA took five or six golden ticket ideas to get man on the moon.,Michael
17323,"Well, that didn’t have anything to do with you.",I don’t care. Guess how much I care on a scale of one to ten.,Dwight
17324,It’s not on your desk.,"It’s overlapping. It’s all spilling over the edge. One word, two syllables. Demarcation.",Dwight
17325,"Jim, are you serious?","Oh, you know what? This reminds me, Cece needs a new toothbrush.",Jim
17326,How many buttons do you have?,40. Always.,Dwight
17327,Conference room?,"Maybe the conference room, maybe the annex. I’m just saying, at least right here is cursed. Conference room, 10 minutes.",Michael
17328,Yes.,Brace yourself. 3… 2…,Jim
17329,Someone’s in a bad mood.,"No I’m not. I’m not in a bad mood. I’m not, Jim. Hello? Ok fine, ignore me. Have it your way. Let’s just talk about you, as always. Is sex different after the baby, Jim?",Michael
17330,Jim really doesn’t want to come?,He says he doesn’t want to.,Pam
17331,Is it just me or is our boss a freakin’ weirdo? I’m gonna get some air.,"Jim, you know what would be really dastardly? If we snuck out of here and got to the client first.",Dwight
17332,No.,"Oh-okay, you’re not letting me finish, and you just lost out on a million dollars.",Michael
17333,Utica! Utica!,In your face,Michael
17334,"Oh, this is a lovely pen. Ah. But, it’s mine now because I stole it.",Gimme that.,Dwight
17335,"Sorry, I didn’t know you guys were in here.","Oh no, we’re just sitting here.",Jim
17336,There they are.,And I have my original.,Pam
17337,"Oh, and what about you? Peanut butter flavor again?",I am going with the vanilla crisp this evening.,Michael
17338,"No, Pam.",I am. It’s about the Save The Date.,Pam
17339,"Then listen to your iPod, Pam.",That’s dangerous.,Pam
17340,"Oh, like … the movie about the Indian girl who plays soccer?",Yeah. That would be perfect.,Michael
17341,You made a joke?,"I did, it was stupid. And Craig, you saw him, he’s not the sharpest tool in the shed. Although he is a tool.",Michael
17342,We’ve been through this.,Pam?,Michael
17343,"And there are clouds. There are clouds in the sky, which means gonna rain, bad for business.","Oh, it would if they were all cumulous and not cirrostratus.",Dwight
17344,What’s your pin number?,"I don’t want to say. But, “it’s fun to stay at the -”",Michael
17345,"Yeah, I know.","Yeah? Yep. Well, Pam is cute.",Michael
17346,Hi guys!,Nice outfit.,Michael
17347,Will you be the new manager?,Where?,Dwight
17348,"Yes, I will.","Sensei, you’re not watching.",Dwight
17349,"Thank you, Michael.",No. Oh. Uh…,Michael
17350,No we’re not.,Yes you are. And another thing. Helen Mirren was born Helen Mironov. That’s right. You’re fake salivating over a Soviet era Russian.,Dwight
17351,Hey you!,Hey! You busy?,Jim
17352,"Oh, Dwight, just move.",His name’s Andy. He’s a terrible salesman.,Dwight
17353,He said he can’t help but tear up when he looks at it. It’s like right next to his desk. He must look at it twenty times a day.,"That’s amazing. Well, listen. You can’t win ’em all, right?",Jim
17354,Hey. I got the room the night before you guys. I’ll break in the bed.,I don’t like that.,Jim
17355,Yeah.,"Yeah, you want to play you little hick?",Dwight
17356,"Yeah, but I mean, if you really like this person, then you should see where it goes.",You want me to be happy?,Michael
17357,This is unbelievable!,I just hope that you and I can remain friends.,Michael
17358,Pretty amazing.,"What up is, what down is, who Mom is, who Dad is. Must be tough being here with all that going on.",Dwight
17359,"Wow. Yeah, we gonna read it.","Ok, great.",Jim
17360,Hello.,"I was just wondering, what kind of jobs do you guys have?",Pam
17361,I just want to…,You are good. But you know what? You can’t help people. You couldn’t help your marriage. You lose. I don’t need your help. Nobody needs your help. Nobody wants it! You can’t help anybody. I don’t need your help! Am I going to make you cry?,Michael
17362,"Are you just gonna sit there, Office Administrator, or are you going to do something?","Dwight, can we talk about these cutbacks.",Pam
17363,I want you to get the panty liners.,Done.,Dwight
17364,Do you accept?,"Absolutely, I do.",Pam
17365,"Right on, son.",Gentlemen.,Dwight
17366,He’s going to swallow is tongue.,No. Michael. Michael.,Jim
17367,"Um, well I grew up here in Scranton and when I was a kid the guy who lived next door was a former baseball player, who actually played pro ball before the leagues were integrated. And he had the most incredible stories about…","Okay. I’m sorry, I’m sorry this guy’s a temp and I should’ve told you that.",Michael
17368,How many pillows do you sleep on at night?,So how are things going with Andy?,Michael
17369,Awesome! Good to be back. The place looks really good.,It’s really good to see you.,Pam
17370,I’m driving?,Yes. Thank you.,Michael
17371,"Look, I just wanted to go in and quietly sit and have a piece of cake. I’m not even going to dance one song.","You are a real life wedding crasher and I must bounce you. I’m sorry, it gives me no pleasure.",Dwight
17372,And you’ll compare the times?,Yeah. Are you ready?,Pam
17373,Stop trying to get my paper buddy. Okay read my lips. It’s over.,Okay. Good. That was great. So. Wow. You’re still at the 570 number?,Dwight
17374,Yeah.,I don’t try and be anything that I’m not.,Dwight
17375,Fine.,Put some ice on it.,Dwight
17376,"I’m just saying, Roy is very competitive.",Oh.,Jim
17377,Wow.,Yeah.,Jim
17378,I don’t have a second job. Maybe I’m having an affair with Suzanne Summers.,Doesn’t Jan have money?,Pam
17379,Yes.,How about this? I think our goal should be we don’t have meetings unless they’re absolutely essential.,Jim
17380,"So what you’re saying is you kinda like it? I’ve fallen and I can’t get up! That Phyllis bit, that was pretty good.","I don’t know that we need to dissect it all now, but-",Jim
17381,I’m done. What are you… Is that supposed to be my mural?,"Yeah. Frank draws a butt on your mural, I’m drawing your mural on Frank’s truck’s butt. Eye for an eye, mamacita.",Dwight
17382,"G’day, Pameroo. Could you shoot this off for me?",Yeah.,Pam
17383,All right. Bye.,Bye.,Pam
17384,…when she made me fill out six hours of paperwork-,Like an AIDS test?,Dwight
17385,I got gum in my hair.,You do.,Pam
17386,Uh… Yes.,Yes.,Pam
17387,This is it.,All right.,Dwight
17388,"I can’t pretend I haven’t seen that. So I am going e to ask you to stand up, walk out. And you can’t take anything.","Okay, I have immunity. It’s my two-weeks…",Michael
17389,I have a smudge on my forehead?,No. Looks good.,Jim
17390,"Yeah, it’s a golf text.",Total golf text. Send it.,Pam
17391,Right.,"At first, we were talking about introducing a line of toilet paper. And what part of the human body does one use toilet paper upon? So you draw a line from there to the other planets, and I think by the end, we all learned a little bit about how small we are.",Michael
17392,"I am now Sempai, which is Assistant Sensei.","Assistant to the Sensei, that’s pretty cool.",Jim
17393,Is Jim coming back.,"That’s, um… I hadn’t thought about it, huh.",Pam
17394,"Uh, yes, I’m in charge. You have to. Look it up.",But I know how to spell it.,Jim
17395,"To whomever, meaning us, the indirect object. Which is the correct usage of the word.","No one, uh, asked you anything ever, so whomever’s name is Toby, why don’t you take a letter opener and stick it into your skull.",Michael
17396,"But what they were rapping about was cupcakes and the Chronicles of Narnia. God. Who invented cupcakes, right? I want to…","Hey, hey, hey! Phyllis, what are you doing?",Michael
17397,Michael is taking a personal day to move me up.,Road trip! Right?,Michael
17398,Ready?,That’s also not true.,Jim
17399,"Hardy har har. Okay picture this: Snowy ash drizzles from the sky. A ravenous pack of dogs surrounds you as the flame at the end of your stick dies out. There’s only one hope left for you. The door to my shelter. You pound, you beg, Dwight! Please let me in! But I ignore your cries and do not let you in. You wanna know why?","Because of the sign, that says no pounding no begging.",Jim
17400,Coolio.,No! What do you think you’re doing?,Dwight
17401,"You can’t, Ow. Look, you cannot push religion.",Oh but I can push drugs in here? Is that what you’re saying?,Michael
17402,You’re not gonna take all these toys are you?,Hm?,Michael
17403,"Dwight, can we talk about these cutbacks.","Pam, when I’m sitting at this desk, I’m a salesman. If you wanna talk to the new building owner, you should call Nate and schedule and appointment.",Dwight
17404,Well there is some bad news. There has been another murder.,"A murder, you say? I do declare.",Michael
17405,Do you want to look at mine?,"Yeah, yeah. Lovely. Thank you.",Michael
17406,Look what’s on his computer.,What is that? A squid’s eye or…,Michael
17407,"Dinner and a show, if you include Michael’s movie. And there was dancing and fireworks. Pretty good date.",We didn’t dance.,Pam
17408,I feel good. Wow.,You excited? About the new company?,Michael
17409,Don’t forget to make a broom.,"Oh, and the Petting Zoo closes at 2:00, and the Goat Roast is at 3:00. Come on in, enjoy!",Dwight
17410,Are you serious?,"They’re considering him for a top secret mission. There’s his application. Oh, and this is where I made him list every secret he promised he’d never ever tell.",Pam
17411,Actually yes.,"Hey, look! Cool. Carpenter ants.",Dwight
17412,"Oh, no, that’s ok. I did learn it on the streets. On the ghetto, in fact.",No kidding.,Michael
17413,Yeah! It’s a Christmas miracle!,Yeah!,Dwight
17414,"Yeah, I’m gonna ask questions and I might not do what you say.","First thing, we’re gonna stretch the pelvic bowl. Ready? Get down on the floor.",Dwight
17415,Hey.,Hey.,Michael
17416,"I’m sorry, everybody.",I think the tree looks nice.,Pam
17417,How are you feeling?,"Amazing. Just lost four ounces of appendix, already replaced it with muscle.",Dwight
17418,Not Jan.,…Jan. Kay.,Michael
17419,"Snot. Sorry, it sounded like you said it’s snot. I am so sorry.","Okay, so killing yourself. I was just thinking about snot.",Michael
17420,"What do you mean, take my job?","Like, set up camp in your office and is calling herself the manager.",Jim
